roster,capacity,hand_size,days,window,discard_limit,gain_threshold,budget,seed,focal_seats,opponent_revision,timeout,embarrassment,total_spent,budget_remaining,sockless_days,faults,fault_details,budget_exhausted_on_day,source_sha256,python_version
"2,10,10,10",28,4,730,40,1,6,120.0,4015,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2644.0,120.0,0.0,0,0,,724,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4016,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2456.0,120.0,0.0,0,0,,728,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4017,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2544.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4018,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1291.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4019,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1642.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4020,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1630.0,120.0,0.0,0,0,,721,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4021,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1897.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4022,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,3053.0,120.0,0.0,0,0,,726,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4023,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,3096.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4024,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1351.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4025,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1281.0,120.0,0.0,0,0,,722,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4026,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1840.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4027,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1625.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4028,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2191.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4029,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,717.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4030,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1592.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4001,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,786.0,230.0,170.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4002,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1270.0,260.0,140.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4003,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,569.0,250.0,150.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4004,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,697.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4005,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1229.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4006,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,922.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4007,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,853.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4008,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1005.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4009,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,504.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4010,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1323.0,250.0,150.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4011,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,532.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4012,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,761.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4013,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,939.0,250.0,150.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4014,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1097.0,230.0,170.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4015,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,872.0,250.0,150.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4016,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,977.0,250.0,150.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4017,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1573.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4018,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,338.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4019,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,720.0,250.0,150.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4020,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,630.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4021,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,521.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4022,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,851.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4023,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1000.0,260.0,140.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4024,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,571.0,250.0,150.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4025,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,470.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4026,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1228.0,250.0,150.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4027,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,931.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4028,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,360.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4029,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1120.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,400.0,4030,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,475.0,240.0,160.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4001,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1725.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4002,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2176.0,120.0,0.0,0,0,,715,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4003,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2127.0,120.0,0.0,0,0,,715,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4004,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2252.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4005,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2933.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4006,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1218.0,120.0,0.0,0,0,,720,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4007,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1929.0,120.0,0.0,0,0,,723,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4008,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,635.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4009,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1707.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4010,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1499.0,120.0,0.0,0,0,,722,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4011,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,930.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4012,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,451.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4013,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2494.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4014,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1716.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4015,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1915.0,120.0,0.0,0,0,,728,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4016,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1499.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4017,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1119.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4018,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1294.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4019,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2209.0,120.0,0.0,0,0,,705,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4020,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1496.0,120.0,0.0,0,0,,730,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4021,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1836.0,120.0,0.0,0,0,,711,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4022,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1380.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4023,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2256.0,120.0,0.0,0,0,,698,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4024,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1781.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4025,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1334.0,120.0,0.0,0,0,,710,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4026,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,354.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4027,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2438.0,120.0,0.0,0,0,,724,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4028,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1168.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4029,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1307.0,120.0,0.0,0,0,,725,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,120.0,4030,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1489.0,120.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4001,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,698.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4002,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1689.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4003,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1111.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4004,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,919.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4005,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,691.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4006,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,603.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4007,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,477.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4008,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,351.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4009,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,900.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4010,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,875.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4011,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,913.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4012,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1150.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4013,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,879.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4014,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1217.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4015,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1160.0,400.0,0.0,0,0,,730,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4016,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,327.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4017,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,660.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4018,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,781.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4019,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,838.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4020,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,942.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4021,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1201.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4022,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,582.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4023,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1013.0,390.0,10.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4024,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,596.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4025,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,540.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4026,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,323.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4027,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1324.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
"2,7,10,r",28,4,730,40,1,6,400.0,4028,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,439.0,400.0,0.0,0,0,,,d83b7ef78e060b023d2dbe1d80f4921c129603ccb8fcdd4b5ca7e806067f9590,3.13.13
