roster,capacity,hand_size,days,window,discard_limit,gain_threshold,budget,seed,focal_seats,opponent_revision,timeout,embarrassment,total_spent,budget_remaining,sockless_days,faults,fault_details,budget_exhausted_on_day,source_sha256,python_version
"2,r,r,r",28,4,730,40,1,6,400.0,4001,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1754.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4002,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1401.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4003,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1444.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4004,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1054.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4005,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1176.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4006,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1108.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4007,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1649.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4008,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1671.0,130.0,270.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4009,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1601.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4010,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1506.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4011,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1452.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4012,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2131.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4013,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1049.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4014,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,831.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4015,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1258.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4016,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1252.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4017,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1976.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4018,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1502.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4019,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1990.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4020,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1764.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4021,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1384.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4022,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1376.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4023,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,979.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4024,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,893.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4025,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1433.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4026,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1429.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4027,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1874.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4028,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2363.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4029,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1916.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,r,r,r",28,4,730,40,1,6,400.0,4030,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,877.0,120.0,280.0,0,0,,,c6de34ddd996d8ac0f9a316066b74e0161563d2be3b3b45a6cb8a623a4a87552,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4001,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,983.0,120.0,0.0,0,0,,708,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4002,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1054.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4003,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,267.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4004,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,719.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4005,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,350.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4006,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1078.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4007,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1173.0,120.0,0.0,0,0,,716,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4008,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,800.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4009,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1049.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4010,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1518.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4011,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,732.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4012,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,148.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4013,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1612.0,120.0,0.0,0,0,,693,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4014,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,983.0,120.0,0.0,0,0,,713,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4015,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1342.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4016,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2132.0,120.0,0.0,0,0,,726,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4017,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1575.0,120.0,0.0,0,0,,690,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4018,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,463.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4019,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,834.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4020,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1038.0,120.0,0.0,0,0,,690,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4021,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1594.0,120.0,0.0,0,0,,711,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4022,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1416.0,120.0,0.0,0,0,,725,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4023,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,814.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4024,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1129.0,120.0,0.0,0,0,,729,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4025,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,655.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4026,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,987.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4027,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1114.0,120.0,0.0,0,0,,691,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4028,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,962.0,120.0,0.0,0,0,,698,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4029,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,880.0,120.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,120.0,4030,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1138.0,120.0,0.0,0,0,,725,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4001,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,489.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4002,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,174.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4003,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,361.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4004,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,468.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4005,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,244.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4006,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,179.0,400.0,0.0,0,0,,725,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4007,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,301.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4008,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,306.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4009,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,286.0,400.0,0.0,0,0,,726,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4010,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1039.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4011,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,577.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4012,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,195.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4013,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,840.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4014,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,489.0,400.0,0.0,0,0,,726,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4015,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,728.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4016,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,367.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4017,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,917.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4018,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,381.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4019,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,434.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4020,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,891.0,400.0,0.0,0,0,,726,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4021,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,607.0,400.0,0.0,0,0,,726,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4022,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,532.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4023,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,278.0,400.0,0.0,0,0,,725,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4024,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,465.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4025,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,327.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4026,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,954.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4027,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1145.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4028,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,261.0,400.0,0.0,0,0,,,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4029,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,226.0,400.0,0.0,0,0,,727,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,7,7,7",28,4,730,40,1,6,400.0,4030,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,608.0,400.0,0.0,0,0,,726,19a67997a6fcb4bcf5edd2e291dc69630b23de180eaedc0691bc9e21dd1f8983,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4001,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2052.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4002,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1777.0,120.0,0.0,0,0,,723,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4003,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1147.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4004,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1493.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4005,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1634.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4006,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1551.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4007,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,877.0,120.0,0.0,0,0,,729,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4008,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2336.0,120.0,0.0,0,0,,730,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4009,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1858.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4010,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1806.0,120.0,0.0,0,0,,717,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4011,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1994.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4012,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1702.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4013,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,2041.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
"2,10,10,10",28,4,730,40,1,6,120.0,4014,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1758.0,120.0,0.0,0,0,,,815d7d06649785a3c5e964208c85474ed708385699f8ec6aa6ee17f0d66d5b9e,3.13.13
